origin,destination,operator,date,hour,month,day_of_week,scheduled_departure,mins_late,cancelled
London Paddington,Cardiff Central,Great Western Railway,2024-06-24,7,6,Monday,0730,41,False
London Kings Cross,Leeds,LNER,2024-06-06,6,6,Thursday,0615,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-10,18,1,Wednesday,1845,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-08-28,6,8,Wednesday,0630,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-03-04,20,3,Monday,2015,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-16,7,2,Friday,0730,4,False
London Kings Cross,Leeds,LNER,2024-11-09,8,11,Saturday,0800,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-04-21,17,4,Sunday,1730,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-04-19,20,4,Friday,2045,7,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-02,18,4,Tuesday,1845,16,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-09,6,6,Sunday,0600,2,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-12,17,10,Saturday,1700,0,False
London Victoria,Gatwick Airport,Southern,2024-11-03,17,11,Sunday,1745,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-02-05,20,2,Monday,2045,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-10,5,12,Tuesday,0545,9,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-07-21,10,7,Sunday,1000,0,False
London Kings Cross,Leeds,LNER,2024-07-05,22,7,Friday,2230,3,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-29,19,4,Monday,1945,1,False
London Victoria,Gatwick Airport,Southern,2024-07-01,12,7,Monday,1245,3,False
London Kings Cross,Leeds,LNER,2024-02-25,6,2,Sunday,0645,4,False
London Kings Cross,Leeds,LNER,2024-02-20,17,2,Tuesday,1700,7,False
London Kings Cross,Leeds,LNER,2024-11-05,17,11,Tuesday,1715,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-09-09,18,9,Monday,1815,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-10-04,9,10,Friday,0900,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-07-15,11,7,Monday,1145,9,False
London Kings Cross,Leeds,LNER,2024-12-03,19,12,Tuesday,1930,8,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-08,17,6,Saturday,1745,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-12-16,14,12,Monday,1445,3,False
Edinburgh Waverley,Glasgow Central,LNER,2024-07-19,8,7,Friday,0845,4,False
London Victoria,Gatwick Airport,Southern,2024-02-01,1,2,Thursday,0100,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-07-13,5,7,Saturday,0530,9,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-05-06,7,5,Monday,0730,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-28,9,2,Wednesday,0900,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-08-03,8,8,Saturday,0845,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-14,15,6,Friday,1545,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-09-14,18,9,Saturday,1830,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-09-11,16,9,Wednesday,1600,5,False
London Victoria,Gatwick Airport,Southern,2024-01-25,8,1,Thursday,0845,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-30,9,10,Wednesday,0900,3,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-26,18,6,Wednesday,1830,1,False
Edinburgh Waverley,Glasgow Central,LNER,2024-04-12,10,4,Friday,1030,1,False
Edinburgh Waverley,Glasgow Central,LNER,2024-01-10,16,1,Wednesday,1615,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-11-22,14,11,Friday,1445,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-04-12,9,4,Friday,0915,5,False
London Victoria,Gatwick Airport,Southern,2024-07-29,8,7,Monday,0800,1,False
London Victoria,Gatwick Airport,Southern,2024-11-26,7,11,Tuesday,0715,3,False
London Waterloo,Southampton Central,South Western Railway,2024-05-05,18,5,Sunday,1830,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-11-27,20,11,Wednesday,2015,4,False
London Victoria,Gatwick Airport,Southern,2024-12-03,14,12,Tuesday,1400,11,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-02-12,8,2,Monday,0830,5,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-12-09,17,12,Monday,1700,0,False
London Kings Cross,Leeds,LNER,2024-02-27,15,2,Tuesday,1500,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-09-11,19,9,Wednesday,1915,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-26,17,10,Saturday,1715,3,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-19,22,4,Friday,2245,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-09-30,9,9,Monday,0900,2,False
London Waterloo,Southampton Central,South Western Railway,2024-03-15,9,3,Friday,0930,3,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-19,20,12,Thursday,2015,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-09-30,19,9,Monday,1945,5,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-03,4,6,Monday,0415,0,False
London Kings Cross,Leeds,LNER,2024-11-19,8,11,Tuesday,0845,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-08-29,17,8,Thursday,1730,5,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-12-23,8,12,Monday,0800,2,False
Edinburgh Waverley,Glasgow Central,LNER,2024-08-20,17,8,Tuesday,1700,4,False
London Paddington,Cardiff Central,Great Western Railway,2024-01-02,10,1,Tuesday,1030,2,False
London Kings Cross,Leeds,LNER,2024-09-21,17,9,Saturday,1715,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-09-01,19,9,Sunday,1915,6,False
Birmingham New St,London Euston,Avanti West Coast,2024-04-11,4,4,Thursday,0430,6,False
London Waterloo,Southampton Central,South Western Railway,2024-01-12,20,1,Friday,2015,4,False
London Waterloo,Southampton Central,South Western Railway,2024-12-25,19,12,Wednesday,1900,1,False
London Victoria,Gatwick Airport,Southern,2024-02-15,21,2,Thursday,2115,3,False
Edinburgh Waverley,Glasgow Central,LNER,2024-08-20,18,8,Tuesday,1845,1,False
London Waterloo,Southampton Central,South Western Railway,2024-05-27,18,5,Monday,1845,0,False
London Waterloo,Southampton Central,South Western Railway,2024-12-12,7,12,Thursday,0715,9,False
London Victoria,Gatwick Airport,Southern,2024-04-30,16,4,Tuesday,1615,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-01-06,12,1,Saturday,1230,12,False
London Waterloo,Southampton Central,South Western Railway,2024-12-28,11,12,Saturday,1130,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-04-30,12,4,Tuesday,1230,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-05-09,13,5,Thursday,1345,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-13,2,10,Sunday,0215,8,False
Birmingham New St,London Euston,Avanti West Coast,2024-03-08,4,3,Friday,0445,5,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-09-12,19,9,Thursday,1930,6,False
London Victoria,Gatwick Airport,Southern,2024-11-09,18,11,Saturday,1830,4,False
London Kings Cross,Leeds,LNER,2024-09-08,18,9,Sunday,1815,4,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-06,7,4,Saturday,0715,7,False
London Kings Cross,Leeds,LNER,2024-08-11,6,8,Sunday,0645,1,False
Edinburgh Waverley,Glasgow Central,LNER,2024-08-22,13,8,Thursday,1315,2,False
London Victoria,Gatwick Airport,Southern,2024-03-27,18,3,Wednesday,1830,1,False
London Waterloo,Southampton Central,South Western Railway,2024-09-26,18,9,Thursday,1815,17,False
London Paddington,Cardiff Central,Great Western Railway,2024-06-17,1,6,Monday,0100,11,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-03-19,1,3,Tuesday,0145,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-31,17,10,Thursday,1730,4,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-18,6,10,Friday,0600,10,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-10-07,21,10,Monday,2145,0,False
London Waterloo,Southampton Central,South Western Railway,2024-02-15,1,2,Thursday,0115,3,False
London Victoria,Gatwick Airport,Southern,2024-03-02,8,3,Saturday,0845,9,False
London Kings Cross,Leeds,LNER,2024-12-06,5,12,Friday,0530,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-05-17,14,5,Friday,1445,4,False
Birmingham New St,London Euston,Avanti West Coast,2024-08-10,16,8,Saturday,1600,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-11-27,17,11,Wednesday,1715,10,False
Edinburgh Waverley,Glasgow Central,LNER,2024-05-28,12,5,Tuesday,1200,14,False
London Kings Cross,Leeds,LNER,2024-12-16,20,12,Monday,2015,11,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-02-09,20,2,Friday,2000,2,False
London Paddington,Cardiff Central,Great Western Railway,2024-06-30,8,6,Sunday,0800,0,True
London Paddington,Cardiff Central,Great Western Railway,2024-04-03,19,4,Wednesday,1900,7,False
London Victoria,Gatwick Airport,Southern,2024-10-27,17,10,Sunday,1745,1,False
London Kings Cross,Leeds,LNER,2024-04-04,4,4,Thursday,0430,7,False
Edinburgh Waverley,Glasgow Central,LNER,2024-01-03,10,1,Wednesday,1000,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-04,16,6,Tuesday,1630,3,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-02-14,6,2,Wednesday,0600,1,False
London Waterloo,Southampton Central,South Western Railway,2024-04-17,12,4,Wednesday,1215,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-02-14,8,2,Wednesday,0845,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-03-19,17,3,Tuesday,1745,4,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-13,8,4,Saturday,0845,0,True
Manchester Piccadilly,Leeds,TransPennine Express,2024-09-10,17,9,Tuesday,1730,5,False
Edinburgh Waverley,Glasgow Central,LNER,2024-04-28,17,4,Sunday,1700,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-11-27,10,11,Wednesday,1045,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-12-23,11,12,Monday,1115,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-04-28,13,4,Sunday,1330,6,False
London Paddington,Cardiff Central,Great Western Railway,2024-05-30,17,5,Thursday,1745,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-03-23,16,3,Saturday,1630,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-03-29,7,3,Friday,0745,8,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-30,7,4,Tuesday,0700,3,False
London Victoria,Gatwick Airport,Southern,2024-12-12,7,12,Thursday,0700,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-03-02,14,3,Saturday,1445,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-12,8,10,Saturday,0815,8,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-08-12,18,8,Monday,1800,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-22,13,1,Monday,1315,8,False
Birmingham New St,London Euston,Avanti West Coast,2024-05-29,17,5,Wednesday,1745,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-03-11,6,3,Monday,0615,11,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-08-30,9,8,Friday,0915,6,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-11-18,17,11,Monday,1715,24,False
London Waterloo,Southampton Central,South Western Railway,2024-08-07,10,8,Wednesday,1045,1,False
Edinburgh Waverley,Glasgow Central,LNER,2024-01-16,11,1,Tuesday,1100,5,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-06-22,8,6,Saturday,0815,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-10-21,3,10,Monday,0330,2,False
Edinburgh Waverley,Glasgow Central,LNER,2024-06-09,20,6,Sunday,2000,3,False
London Kings Cross,Leeds,LNER,2024-08-16,16,8,Friday,1645,8,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-03,4,6,Monday,0430,16,False
London Kings Cross,Leeds,LNER,2024-10-03,8,10,Thursday,0800,5,False
Birmingham New St,London Euston,Avanti West Coast,2024-01-12,1,1,Friday,0130,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-02-26,17,2,Monday,1730,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-11-29,21,11,Friday,2145,5,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-30,18,4,Tuesday,1815,1,False
London Kings Cross,Leeds,LNER,2024-09-23,17,9,Monday,1700,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-20,7,2,Tuesday,0745,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-03-07,12,3,Thursday,1245,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-09-22,18,9,Sunday,1830,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-08-01,18,8,Thursday,1815,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-12-26,13,12,Thursday,1300,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-10-13,9,10,Sunday,0900,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-19,8,10,Saturday,0815,17,False
Birmingham New St,London Euston,Avanti West Coast,2024-05-30,12,5,Thursday,1215,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-05-25,7,5,Saturday,0745,91,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-09-03,15,9,Tuesday,1545,4,False
London Paddington,Cardiff Central,Great Western Railway,2024-03-11,13,3,Monday,1345,0,False
London Kings Cross,Leeds,LNER,2024-02-15,18,2,Thursday,1845,11,False
Birmingham New St,London Euston,Avanti West Coast,2024-01-24,21,1,Wednesday,2145,6,False
London Kings Cross,Leeds,LNER,2024-10-19,16,10,Saturday,1630,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-04-08,21,4,Monday,2100,2,False
London Paddington,Cardiff Central,Great Western Railway,2024-01-10,6,1,Wednesday,0615,8,False
London Waterloo,Southampton Central,South Western Railway,2024-12-27,19,12,Friday,1945,11,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-28,2,10,Monday,0200,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-06-11,10,6,Tuesday,1000,3,False
London Kings Cross,Leeds,LNER,2024-03-14,7,3,Thursday,0700,0,False
London Kings Cross,Leeds,LNER,2024-11-10,21,11,Sunday,2115,45,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-03-13,10,3,Wednesday,1030,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-13,8,4,Saturday,0815,11,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-05-17,3,5,Friday,0345,4,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-11-20,7,11,Wednesday,0700,3,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-11,16,10,Friday,1615,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-14,18,4,Sunday,1815,1,False
London Waterloo,Southampton Central,South Western Railway,2024-08-04,21,8,Sunday,2145,0,False
London Victoria,Gatwick Airport,Southern,2024-01-01,3,1,Monday,0345,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-11-19,7,11,Tuesday,0730,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-15,10,2,Thursday,1000,6,False
London Victoria,Gatwick Airport,Southern,2024-04-17,16,4,Wednesday,1630,1,False
London Victoria,Gatwick Airport,Southern,2024-05-19,8,5,Sunday,0830,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-12-20,6,12,Friday,0600,0,True
London Paddington,Bristol Temple Meads,Great Western Railway,2024-07-30,14,7,Tuesday,1445,8,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-16,20,1,Tuesday,2045,10,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-07-17,7,7,Wednesday,0700,21,False
London Waterloo,Southampton Central,South Western Railway,2024-01-05,7,1,Friday,0700,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-16,18,2,Friday,1830,2,False
London Paddington,Cardiff Central,Great Western Railway,2024-01-19,8,1,Friday,0815,75,False
London Victoria,Gatwick Airport,Southern,2024-09-09,7,9,Monday,0715,4,False
London Kings Cross,Leeds,LNER,2024-10-28,6,10,Monday,0600,0,False
London Waterloo,Southampton Central,South Western Railway,2024-05-20,7,5,Monday,0700,6,False
Edinburgh Waverley,Glasgow Central,LNER,2024-12-14,14,12,Saturday,1445,75,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-08-09,19,8,Friday,1945,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-07-04,13,7,Thursday,1300,3,False
London Victoria,Gatwick Airport,Southern,2024-09-29,11,9,Sunday,1100,3,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-19,11,12,Thursday,1100,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-02,16,2,Friday,1600,75,False
Birmingham New St,London Euston,Avanti West Coast,2024-05-06,5,5,Monday,0515,8,False
Birmingham New St,London Euston,Avanti West Coast,2024-05-01,21,5,Wednesday,2145,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-01,20,2,Thursday,2045,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-01,20,2,Thursday,2045,8,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-02-22,17,2,Thursday,1700,12,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-29,19,4,Monday,1900,7,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-22,16,6,Saturday,1600,6,False
London Waterloo,Southampton Central,South Western Railway,2024-02-22,0,2,Thursday,0000,4,False
London Kings Cross,Leeds,LNER,2024-05-11,9,5,Saturday,0945,3,False
London Waterloo,Southampton Central,South Western Railway,2024-01-23,3,1,Tuesday,0330,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-25,19,10,Friday,1915,2,False
Birmingham New St,London Euston,Avanti West Coast,2024-07-07,22,7,Sunday,2215,1,False
Edinburgh Waverley,Glasgow Central,LNER,2024-08-04,9,8,Sunday,0915,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-06,17,4,Saturday,1745,5,False
Birmingham New St,London Euston,Avanti West Coast,2024-08-02,9,8,Friday,0900,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-04-22,20,4,Monday,2015,0,False
London Waterloo,Southampton Central,South Western Railway,2024-09-03,17,9,Tuesday,1730,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-04,9,1,Thursday,0900,4,False
London Kings Cross,Leeds,LNER,2024-08-13,7,8,Tuesday,0730,0,False
London Waterloo,Southampton Central,South Western Railway,2024-03-30,7,3,Saturday,0730,7,False
